guid,title,price,price_label,km,first_registration,year_raw,fuel_code,fuel,gear,power_raw,power_kw,power_hp,condition,seller_type_raw,seller_type,leads_range,zip_code,is_sport,body_type,make,model,seller_name,location,url,scraped_at,year,lat,lon,place_name
216ecc08-6b53-43f2-b04a-d63bf15e3b50,Toyota Corolla TS Dynamic+businesspack+cam+gps+sens V+A,21750,fair-price,55924,02-2020,02/2020,2,Electrique/Essence,,90 kW (122 Ch),90.0,122.0,,d,Professionnel,zero,8900,False,"Break / Touring (probable, 'TS')",toyota,corolla,Toyota Vancayzeele Ieper,BE-8900 Ieper,,2026-08-25T01:23:49.218107,2020,50.8511,2.8857,Ieper
5a57d848-ac60-4630-96ab-f8256051ea47,Toyota Corolla Corolla Hybrid 1.8 Premium GPF e-CVT/GARANTIE 12 MOIS / FULL ENTRETIEN TOYOTA,19490,good-price,72000,03-2022,03/2022,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,zero,1020,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Transakauto Bruxelles,BE-1020 Bruxelles,,2026-08-25T01:23:49.272470,2022,50.8759,4.3484,Laeken
e1703364-19c4-4cd3-8ba2-aab3b8d67194,Toyota Corolla GR Sport,22250,expensive,97906,11-2020,11/2020,2,Electrique/Essence,,90 kW (122 Ch),90.0,122.0,,d,Professionnel,zero,5100,True,Berline / 5 portes (non détecté comme break),toyota,corolla,Gego sa,BE-5100 Naninne,,2026-08-25T01:23:49.327273,2020,50.4215,4.864,Wépion
7b0c3943-e373-408c-a02f-9c433ef916b0,Toyota Corolla Corolla Hybrid 1.8 Dynamic GPF e-CVT,18800,good-price,79028,09-2022,09/2022,b,Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,zero,3600,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Autohandel Raf Bijnens,BE-3600 Genk,,2026-08-25T01:23:49.378869,2022,50.965,5.5008,Genk
e65e4855-a9ff-4927-99e4-e7cffa8307ca,Toyota Corolla GR SPORT,23990,fair-price,66935,08-2022,08/2022,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,zero,4633,True,Berline / 5 portes (non détecté comme break),toyota,corolla,Eurekar.be,BE-4633 Melen (Henri-Chapelle-Verviers-Eupen),,2026-08-25T01:23:49.431577,2022,50.6462,5.7359,Melen
0c7c26dc-c052-4ebd-8ccb-8b5b45e3408a,Toyota Corolla 1.8 Hybrid Touring Sports Comfort,24499,expensive,52000,10-2021,10/2021,2,Electrique/Essence,,90 kW (122 Ch),90.0,122.0,,p,Inconnu (p),zero,1180,False,Break / Touring (détecté),toyota,corolla,Particulier,BE-1180 Uccle,,2026-08-25T01:23:56.373877,2021,50.8022,4.3394,Uccle
7171b85e-dea1-49dc-9e22-f08c18150dd3,Toyota Corolla CAMERA / CARPLAY / ZETEL & STUURVERWARMING /,26950,good-price,17436,05-2025,05/2025,2,Electrique/Essence,,103 kW (140 Ch),103.0,140.0,,d,Professionnel,zero,8970,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Premium Quality Cars Poperinge,BE-8970 Poperinge,,2026-08-25T01:23:56.430807,2025,50.8539,2.7266,Poperinge
018651c6-165c-426f-98cb-22731b81fd2b,Toyota Corolla TS Hybrid 1.8 Dynamic e-CVT GPF,25900,good-price,24000,01-2024,01/2024,b,Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),zero,9040,False,"Break / Touring (probable, 'TS')",toyota,corolla,Particulier,BE-9040 Gand,,2026-08-25T01:23:56.487450,2024,51.0595,3.7494,Sint-Amandsberg
ac1db8e3-0239-4dc1-9c5b-f9454cc50af5,Toyota Corolla 5D Teamplayer+cam+gps+sens V+A,25950,good-price,30985,08-2024,08/2024,2,Electrique/Essence,,103 kW (140 Ch),103.0,140.0,,d,Professionnel,some,8500,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Toyota Vancayzeele Kortrijk,BE-8500 Kortrijk,,2026-08-25T01:23:56.551417,2024,50.828,3.2649,Kortrijk
ff2c8498-9f96-4981-aeb1-7eea3758e411,Toyota Corolla Corolla TS Hybrid 1.8 Dynamic e-CVT **22% de remise sur Prix Catalogue**,27490,top-price,10,01-2026,01/2026,2,Electrique/Essence,,103 kW (140 Ch),103.0,140.0,,d,Professionnel,some,5100,False,"Break / Touring (probable, 'TS')",toyota,corolla,click2move by Declerc,BE-5100 Naninne (Namur),,2026-08-25T01:23:56.612301,2026,50.4215,4.864,Wépion
05e55654-8bd5-47f5-8c74-ff1e707e40aa,Toyota Corolla 1.8 Hybrid Active,21299,fair-price,13140,05-2022,05/2022,2,Electrique/Essence,,90 kW (122 Ch),90.0,122.0,,d,Professionnel,some,1000,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Autohero België,BE-1000 Brussel,,2026-08-25T01:23:56.678139,2022,50.8504,4.3488,Bruxelles
3e57bdcc-1db5-4257-acb2-0963f0450366,Toyota Corolla Hybrid 1.8 GR Sport,21500,somewhat-expensive,69970,01-2020,01/2020,b,Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),zero,3010,True,Berline / 5 portes (non détecté comme break),toyota,corolla,Particulier,BE-3010 leuven,,2026-08-25T01:23:56.734876,2020,50.8855,4.7372,Kessel Lo
452ba9d3-430b-4785-a838-573c249a121b,Toyota Corolla Style,21990,fair-price,99147,09-2023,09/2023,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,Nouveau,d,Professionnel,zero,4633,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Eurekar.be,BE-4633 Melen (Henri-Chapelle-Verviers-Eupen),,2026-08-25T01:23:56.792380,2023,50.6462,5.7359,Melen
6f85127b-3e8b-45f1-bc5d-b0630b45ad3d,Toyota Corolla GR,61500,unknown,29450,01-2023,01/2023,b,Essence,,221 kW (300 Ch),221.0,300.0,,p,Inconnu (p),some,4520,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Particulier,BE-4520 Wanze,,2026-08-25T01:23:56.845422,2023,50.5391,5.2085,Wanze
0e2b4abd-d8d7-4dab-9a77-2055719ce94f,Toyota Corolla SW Hybrid 1.8 GR Sport GPF e-CVT,23500,somewhat-expensive,53000,05-2022,05/2022,b,Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),zero,2450,True,Break / Touring (détecté),toyota,corolla,Particulier,BE-2450 meerhout,,2026-08-25T01:23:56.898257,2022,51.1321,5.0784,Meerhout
31c44ed3-d077-4d71-b545-e3b3f4700195,Toyota Corolla Hatchback 1.8 Hybrid e-CVT | Achteruitrijcamera |,24490,good-price,16276,02-2024,02/2024,2,Electrique/Essence,,103 kW (140 Ch),103.0,140.0,Nouveau,d,Professionnel,some,2300,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Used Cars Center - Hedin Automotive Turnhout,BE-2300 Turnhout,,2026-08-25T01:23:56.978437,2024,51.3225,4.9447,Turnhout
814a6ed7-e55a-4c9b-af8d-46cc92bff728,Toyota Corolla GR Sport,23990,good-price,33888,06-2022,06/2022,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,zero,4633,True,Berline / 5 portes (non détecté comme break),toyota,corolla,Eurekar.be,BE-4633 Melen (Henri-Chapelle-Verviers-Eupen),,2026-08-25T01:23:57.070290,2022,50.6462,5.7359,Melen
88160292-d0f3-484b-99b4-0e8233e91631,Toyota Corolla 1.8 HYB PREMIUM,28490,top-price,35788,02-2025,02/2025,2,Electrique/Essence,,103 kW (140 Ch),103.0,140.0,,d,Professionnel,some,9990,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Toyota Lievens Brugge - Maldegem - Oostende,BE-9990 Maldegem,,2026-08-25T01:23:57.161903,2025,51.2074,3.4451,Maldegem
e7ceb90f-eaaa-4f24-88fe-a65c6963e444,Toyota Corolla TS Business Edition+cam+DAB+carplay+androidauto,26900,good-price,24467,05-2025,05/2025,2,Electrique/Essence,,103 kW (140 Ch),103.0,140.0,,d,Professionnel,zero,8800,False,"Break / Touring (probable, 'TS')",toyota,corolla,Toyota Vancayzeele Roeselare,BE-8800 Roeselare,,2026-08-25T01:23:57.249015,2025,50.9325,3.1672,Rumbeke
88d99489-0dfe-4c5d-9890-15b70e8c9f55,Toyota Corolla TS Hybrid 1.8 Premium e-CVT GPF,27000,good-price,30000,01-2024,01/2024,b,Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),zero,3803,False,"Break / Touring (probable, 'TS')",toyota,corolla,Particulier,BE-3803 Wilderen,,2026-08-25T01:23:57.339977,2024,50.8345,5.1457,Duras
81ed69a7-5e2c-42b0-befc-c442b1d4edc6,Toyota Corolla SW Hybrid 2.0 Premium Plus e-CVT (184pk) Open Dak,28000,somewhat-expensive,60000,05-2021,05/2021,2,Electrique/Essence,,112 kW (152 Ch),112.0,152.0,,p,Inconnu (p),some,8800,False,Break / Touring (détecté),toyota,corolla,Particulier,BE-8800 rumbeke,,2026-08-25T01:23:57.423149,2021,50.9325,3.1672,Rumbeke
f3f1b12e-c923-42a6-9b6f-ebe90bf5af4f,Toyota Corolla Corolla Hybrid 1.8 Dynamic GPF e-CVT,19950,fair-price,78000,05-2021,05/2021,b,Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),zero,8930,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Particulier,BE-8930 Menin,,2026-08-25T01:23:57.506626,2021,50.7837,3.1635,Rekkem
a0132f96-188d-49de-843e-ce1f496ce00c,Toyota Corolla Corolla TS Hybrid 1.8 Dynamic e-CVT,27490,top-price,10,01-2026,01/2026,2,Electrique/Essence,,103 kW (140 Ch),103.0,140.0,,d,Professionnel,some,5100,False,"Break / Touring (probable, 'TS')",toyota,corolla,click2move by Declerc,BE-5100 Naninne (Namur),,2026-08-25T01:23:57.595797,2026,50.4215,4.864,Wépion
b1141fcd-03ab-4072-ba0a-d4666aa77af8,Toyota Corolla Dynamic,20950,fair-price,57805,02-2020,02/2020,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,zero,3111,False,Berline / 5 portes (non détecté comme break),toyota,corolla,De Bruyn Wezemaal,BE-3111 Wezemaal,,2026-08-25T01:23:57.662909,2020,50.9485,4.7554,Wezemaal
8d70fc28-aa7d-4e41-98a9-e48786744eb1,Toyota Corolla SW Hybrid 1.8 Dynamic Plus 122CH *|BOITE AUTO*CLIM*NAVI*CAMERA*CRUISE*|,18990,fair-price,94923,04-2020,04/2020,2,Electrique/Essence,,90 kW (122 Ch),90.0,122.0,,d,Professionnel,zero,4621,False,Break / Touring (détecté),toyota,corolla,Garage Carrera Cars,BE-4621 Fléron - Herstal - Liège,,2026-08-25T01:23:57.719585,2020,50.6308,5.6982,Retinne
0b01e7e8-9877-41e0-a416-64baa29541f5,Toyota Corolla SW Hybrid 1.8 PREMIUM 122CH *|CLIM*GPS*CRUISE*SIEGES CHAUFFANTS*|,19990,fair-price,99262,06-2020,06/2020,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,some,4621,False,Break / Touring (détecté),toyota,corolla,Garage Carrera Cars,BE-4621 Fléron - Herstal - Liège,,2026-08-25T01:24:06.625971,2020,50.6308,5.6982,Retinne
929d4b2b-fb87-4131-8913-1aef74dc5d6c,Toyota Corolla Corolla TS Hybrid 1.8 Style e-CVT GPF Style,28900,fair-price,28750,11-2025,11/2025,2,Electrique/Essence,,103 kW (140 Ch),103.0,140.0,Nouveau,d,Professionnel,some,3200,False,"Break / Touring (probable, 'TS')",toyota,corolla,MP CARS,BE-3200 Aarschot,,2026-08-25T01:24:06.689071,2025,50.9871,4.8369,Aarschot
81f75fc7-4431-498d-af8f-9450ce8a8817,Toyota Corolla Corolla SW Hybrid 1.8 GR Sport GPF e-CVT,21699,somewhat-expensive,83000,10-2021,10/2021,b,Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),zero,9170,True,Break / Touring (détecté),toyota,corolla,Particulier,BE-9170 Sint-Gillis-Waas,,2026-08-25T01:24:06.746130,2021,51.2667,4.15,Meerdonk
77e43d2b-2b53-4d32-8d6c-b818d247a6d9,Toyota Corolla Dynamic,19450,fair-price,93503,10-2020,10/2020,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,some,3111,False,Berline / 5 portes (non détecté comme break),toyota,corolla,De Bruyn Wezemaal,BE-3111 Wezemaal,,2026-08-25T01:24:06.801001,2020,50.9485,4.7554,Wezemaal
edbff6c8-6457-4cf6-b832-e7dfe9f858f7,Toyota Corolla Corolla TS Hybrid 1.8 e-CVT,20250,fair-price,75600,09-2022,09/2022,b,Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),zero,3071,False,"Break / Touring (probable, 'TS')",toyota,corolla,Particulier,BE-3071 Kortenberg,,2026-08-25T01:24:06.855887,2022,50.9012,4.5598,Erps-Kwerps
820f39fe-9aee-430e-a043-79f9d91c0de2,Toyota Corolla Hybrid 2.0 GR Sport e-CVT,27250,somewhat-expensive,73000,03-2023,03/2023,2,Electrique/Essence,,112 kW (152 Ch),112.0,152.0,,p,Inconnu (p),zero,2140,True,Berline / 5 portes (non détecté comme break),toyota,corolla,Particulier,BE-2140 Anvers,,2026-08-25T01:24:06.918572,2023,51.2096,4.4354,Borgerhout
99839de8-ec21-4001-a944-87a61162bc7e,Toyota Corolla Corolla SW Hybrid 1.8 GR Sport GPF e-CVT,30500,fair-price,40000,01-2025,01/2025,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,Nouveau,p,Inconnu (p),some,6927,True,Break / Touring (détecté),toyota,corolla,Particulier,BE-6927 Tellin,,2026-08-25T01:24:06.980833,2025,50.0913,5.2813,Grupont
687fd011-fdef-43e8-8dbb-9151f2905e41,"Toyota Corolla Corolla Hybrid 1.8 Style GPF e-CVT Led Camera ACC 18"" CarPlay",21000,fair-price,83162,06-2021,06/2021,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,zero,9420,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Fast Motors BV,BE-9420 Erpe-Mere,,2026-08-25T01:24:07.047307,2021,50.8892,3.9367,Aaigem
16a63a99-c70c-46b5-856f-5ec3f725d2c3,Toyota Corolla Hybrid 1.8 Dynamic GPF e-CVT,22000,somewhat-expensive,70000,06-2022,06/2022,b,Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),zero,3620,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Particulier,BE-3620 Lanaken,,2026-08-25T01:24:07.111238,2022,50.8932,5.6468,Lanaken
71e2f952-1ee8-4037-9f2f-5a28a7a3c729,Toyota Corolla Hatchback 1.8 Hybrid Dynamic e-CVT | Achteruitrijc,18990,fair-price,73110,12-2019,12/2019,b,Essence,,103 kW (140 Ch),103.0,140.0,Nouveau,d,Professionnel,zero,2960,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Used Cars Center - Hedin Automotive Brecht,BE-2960 Brecht,,2026-08-25T01:24:07.169514,2019,51.2991,4.5729,Sint-Job-In-'T-Goor
0a89bc46-e996-4eb3-a0e2-6dc91d23b907,Toyota Corolla 2.0 Hybrid GR Sport Aut | BiTone | LED | CAM,24495,fair-price,33502,05-2021,05/2021,2,Electrique/Essence,,132 kW (179 Ch),132.0,179.0,Nouveau,d,Professionnel,zero,8830,True,Berline / 5 portes (non détecté comme break),toyota,corolla,DEX - Easy Car Shopping,BE-8830 Hooglede (+18 andere DEX Stores),,2026-08-25T01:24:07.230255,2021,50.9969,3.0956,Gits
c58993f1-d0d6-4ccd-81d2-50746a181ccd,Toyota Corolla Corolla TS Hybrid 1.8 Dynamic e-CVT **22% de remise sur Prix Catalogue**,27490,top-price,15,04-2026,04/2026,2,Electrique/Essence,,103 kW (140 Ch),103.0,140.0,,d,Professionnel,some,5100,False,"Break / Touring (probable, 'TS')",toyota,corolla,click2move by Declerc,BE-5100 Naninne (Namur),,2026-08-25T01:24:07.322697,2026,50.4215,4.864,Wépion
14cfcb46-e1ff-4150-8b54-daeeeae353ba,Toyota Corolla 1.8 Hybrid 140pk STYLE+TECH PACK+WINTER PACK +Dodehoek +Elektrische koffer +Stuurwielverwarming +Zetelverwarming,32450,good-price,8,new,- (Année),2,Electrique/Essence,,103 kW (140 Ch),103.0,140.0,,d,Professionnel,zero,8970,False,Berline / 5 portes (non détecté comme break),toyota,corolla,GARAGE DELANOTE BV,BE-8970 Poperinge,,2026-08-25T01:24:07.426971,,50.8539,2.7266,Poperinge
fffd0933-3a61-4308-aa63-ff3a58f3bf44,Toyota Corolla 1.8 Hybrid Style + tech pack,25900,good-price,21381,09-2024,09/2024,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,Nouveau,d,Professionnel,some,3200,False,Berline / 5 portes (non détecté comme break),toyota,corolla,MP CARS,BE-3200 Aarschot,,2026-08-25T01:24:07.524045,2024,50.9871,4.8369,Aarschot
276981f4-c63c-47e0-893d-79e2578e2381,Toyota Corolla SW Hybrid 1.8 Premium GPF e-CVT,28000,good-price,37000,01-2025,01/2025,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),zero,1000,False,Break / Touring (détecté),toyota,corolla,Particulier,BE-1000 Bruxelles,,2026-08-25T01:24:07.582791,2025,50.8504,4.3488,Bruxelles
d3e0d692-15c9-4d2e-93ca-001d19652cc2,Toyota Corolla DYNAMIC,23990,top-price,49317,01-2024,01/2024,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,zero,4633,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Eurekar.be,BE-4633 Melen (Henri-Chapelle-Verviers-Eupen),,2026-08-25T01:24:07.638718,2024,50.6462,5.7359,Melen
ccfd392b-3569-4281-ae33-a7ccfaca7011,Toyota Corolla 1.8 Hybrid 140pk STYLE+WINTER PACK +Stuurwielverwarming +Zetelverwarming +Half leder/Alcantara +Parkeersensoren +Camera,31250,good-price,8,new,- (Année),2,Electrique/Essence,,103 kW (140 Ch),103.0,140.0,,d,Professionnel,zero,8970,False,Berline / 5 portes (non détecté comme break),toyota,corolla,GARAGE DELANOTE BV,BE-8970 Poperinge,,2026-08-25T01:24:07.692860,,50.8539,2.7266,Poperinge
2c232177-729e-44f5-97a1-83a1b4045f49,Toyota Corolla Corolla TS Hybrid 1.8 Style e-CVT,30900,good-price,10,new,- (Année),b,Essence,,72 kW (98 Ch),72.0,98.0,Nouveau,d,Professionnel,some,3200,False,"Break / Touring (probable, 'TS')",toyota,corolla,MP CARS,BE-3200 Aarschot,,2026-08-25T01:24:07.750956,,50.9871,4.8369,Aarschot
41c7e387-fb9a-4339-b06f-e0941c19f5f8,Toyota Corolla Corolla SW Hybrid 1.8 Dynamic GPF e-CVT,22357,somewhat-expensive,65000,05-2022,05/2022,b,Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),zero,3900,False,Break / Touring (détecté),toyota,corolla,Particulier,BE-3900 Pelt,,2026-08-25T01:24:07.812572,2022,51.2104,5.4156,Pelt
f33737f6-2a10-4461-9a31-37eacde228eb,Toyota Corolla 184hp HEV TS Premium | pano | JBL | head up,31990,good-price,37382,11-2024,11/2024,2,Electrique/Essence,,112 kW (152 Ch),112.0,152.0,,d,Professionnel,some,1200,False,"Break / Touring (probable, 'TS')",toyota,corolla,Toyota City Approved Used Woluwe,BE-1200 Woluwe-Saint-Lambert,,2026-08-25T01:24:07.870011,2024,50.8439,4.4291,Woluwe-Saint-Lambert
8ac54bc9-1c92-4ef3-9e8c-7827909ab3a3,Toyota Corolla 1.8 Hybrid Active,20499,fair-price,71253,03-2022,03/2022,2,Electrique/Essence,,103 kW (140 Ch),103.0,140.0,,d,Professionnel,zero,1000,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Autohero België,BE-1000 Brussel,,2026-08-25T01:24:14.437383,2022,50.8504,4.3488,Bruxelles
5e119f95-9f86-4236-a44a-4f3fee7778e8,Toyota Corolla 1.8 Hybrid,27000,fair-price,34500,02-2024,02/2024,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),zero,2600,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Particulier,BE-2600 Antwerpen,,2026-08-25T01:24:14.546767,2024,51.1902,4.4326,Berchem
e7847401-a7fb-473d-9c29-375f8a23e0f2,Toyota Corolla TS Business Edition+cam+DAB+carplay+androidauto,26900,good-price,21527,05-2025,05/2025,2,Electrique/Essence,,103 kW (140 Ch),103.0,140.0,,d,Professionnel,some,8900,False,"Break / Touring (probable, 'TS')",toyota,corolla,Toyota Vancayzeele Ieper,BE-8900 Ieper,,2026-08-25T01:24:14.649443,2025,50.8511,2.8857,Ieper
093c6a34-0813-4411-82a4-718f47b97d6c,Toyota Corolla 1.8 Hybrid Comfort,25000,fair-price,22000,07-2023,07/2023,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),zero,9800,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Particulier,BE-9800 Deinze,,2026-08-25T01:24:14.747823,2023,50.9667,3.5333,Petegem-Aan-De-Leie
c83b9065-f37f-4e05-98e3-1dd8a432a221,Toyota Corolla Style + Winterpack,30950,good-price,10,04-2026,04/2026,2,Electrique/Essence,,103 kW (140 Ch),103.0,140.0,,d,Professionnel,some,9190,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Toyota Garage Pieters - P2cars,BE-9190 Stekene,,2026-08-25T01:24:14.832878,2026,51.2099,4.0365,Stekene
5d4aaa35-1493-4aeb-85e7-8fa0c8cd1404,Toyota Corolla Dynamic Business,23900,good-price,49692,07-2023,07/2023,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,zero,8000,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Garage Scheerens bv,BE-8000 Brugge,,2026-08-25T01:24:14.909908,2023,51.2089,3.2242,Brugge
42f0a4b0-4982-4385-85b8-a6065f35c6fc,Toyota Corolla 1.8 122 H DESIGN Hybrid 2023 / TVA,20900,fair-price,72000,01-2023,01/2023,2,Electrique/Essence,,90 kW (122 Ch),90.0,122.0,Nouveau,d,Professionnel,zero,1730,False,Berline / 5 portes (non détecté comme break),toyota,corolla,BPI Cars,BE-1730 Kobbeghem,,2026-08-25T01:24:15.029166,2023,50.9312,4.2263,Mollem
d0beeb10-294c-4eb8-bbeb-3d9900909f0e,Toyota Corolla 2.0 Hybrid 196pk Premium +Sportzetels +Elektrische koffer +Head-up display +Stuurwiel&Zetelverwarming +Half LEDER,30450,good-price,45080,02-2025,02/2025,2,Electrique/Essence,,144 kW (196 Ch),144.0,196.0,,d,Professionnel,zero,8970,False,Berline / 5 portes (non détecté comme break),toyota,corolla,GARAGE DELANOTE BV,BE-8970 Poperinge,,2026-08-25T01:24:15.122180,2025,50.8539,2.7266,Poperinge
8a2b426a-3cfd-4e69-9189-b9f633dbbf6f,Toyota Corolla 2.0 Premium+luxury- + experience pack+afneembare t,31950,fair-price,36200,02-2023,02/2023,2,Electrique/Essence,,144 kW (196 Ch),144.0,196.0,,d,Professionnel,zero,8800,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Toyota Vancayzeele Roeselare,BE-8800 Roeselare,,2026-08-25T01:24:15.202042,2023,50.9325,3.1672,Rumbeke
e49e7900-6ff9-4f7d-a906-9a544013622d,Toyota Corolla 2.0 Hybrid Dynamic e-CVT / CLIMATISATION /GARANTIE,21990,somewhat-expensive,69346,09-2020,09/2020,b,Essence,,132 kW (179 Ch),132.0,179.0,,d,Professionnel,some,7033,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Kabakci Car,BE-7033 Cuesmes,,2026-08-25T01:24:15.267679,2020,50.4362,3.9232,Cuesmes
dd7ad8d2-dfac-4d0a-94c5-847c33a10b0d,Toyota Corolla Corolla TS Hybrid 1.8 Premium e-CVT GPF,27600,fair-price,31000,06-2023,06/2023,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),zero,7912,False,"Break / Touring (probable, 'TS')",toyota,corolla,Particulier,BE-7912 Frasnes-lez-Anvaing,,2026-08-25T01:24:15.330379,2023,50.706,3.5978,Saint-Sauveur
87105938-8be6-4add-8860-f9f53ec66293,Toyota Corolla STYLE,19990,somewhat-expensive,99822,04-2019,04/2019,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,some,4633,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Eurekar.be,BE-4633 Melen (Henri-Chapelle-Verviers-Eupen),,2026-08-25T01:24:15.382787,2019,50.6462,5.7359,Melen
a750b231-2944-4539-8dbf-0d1e89d846f1,Toyota Corolla DYNAMIC,22990,fair-price,64186,03-2022,03/2022,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,zero,4633,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Eurekar.be,BE-4633 Melen (Henri-Chapelle-Verviers-Eupen),,2026-08-25T01:24:15.436168,2022,50.6462,5.7359,Melen
4aaba6d9-3d5b-4eda-85be-1a57276c8b0b,Toyota Corolla 1.2 Turbo Dynamic Plus,18498,somewhat-expensive,54000,05-2020,05/2020,b,Essence,,85 kW (116 Ch),85.0,116.0,,d,Professionnel,zero,5070,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Toyota - Jacquet Bernard SPRL,BE-5070 Sart Eustache,,2026-08-25T01:24:15.489373,2020,50.4024,4.7422,Sart-Saint-Laurent
00347de9-b465-4534-974b-02da6213b0c5,Toyota Corolla TS Business Edition+cam+DAB+carplay+androidauto,26900,good-price,25451,05-2025,05/2025,2,Electrique/Essence,,103 kW (140 Ch),103.0,140.0,,d,Professionnel,zero,8900,False,"Break / Touring (probable, 'TS')",toyota,corolla,Toyota Vancayzeele Ieper,BE-8900 Ieper,,2026-08-25T01:24:15.541614,2025,50.8511,2.8857,Ieper
48dc0fd0-dd29-4a9d-885d-b04944a1b3a5,Toyota Corolla 1.8 Hybrid Dynamic e-CVT + Business Pack + Navi -,25990,fair-price,20348,01-2024,01/2024,2,Electrique/Essence,,103 kW (140 Ch),103.0,140.0,,d,Professionnel,zero,2630,False,Berline / 5 portes (non détecté comme break),toyota,corolla,GMS Center Antwerpen Zuid,BE-2630 Antwerpen,,2026-08-25T01:24:15.595029,2024,51.1341,4.3868,Aartselaar
7fff86cd-72b5-4dc3-b4a4-923b24f1859a,Toyota Corolla Dynamic,23990,fair-price,61327,04-2023,04/2023,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,zero,4633,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Eurekar.be,BE-4633 Melen (Henri-Chapelle-Verviers-Eupen),,2026-08-25T01:24:15.649148,2023,50.6462,5.7359,Melen
a449112e-d23c-41ad-9ed9-0db022accf49,Toyota Corolla Dynamic,27490,good-price,13983,09-2024,09/2024,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,zero,1600,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Toyota Sint-Pieters-Leeuw By ACB,BE-1600 Sint-Pieters-Leeuw,,2026-08-25T01:24:15.701002,2024,50.7793,4.2435,Sint-Pieters-Leeuw
211b8b6b-eed8-498e-81a0-4eb64af71c7a,Toyota Corolla Touring Sports 2.0 Hybrid CVT GR Sport + Premium P,29895,somewhat-expensive,97953,07-2023,07/2023,2,Electrique/Essence,,112 kW (152 Ch),112.0,152.0,,d,Professionnel,some,5570,True,Break / Touring (détecté),toyota,corolla,Auto W.E.B. Beauraing - Toyota,BE-5570 Beauraing,,2026-08-25T01:24:15.751841,2023,50.1178,4.889,Dion
