guid,title,price,price_label,km,first_registration,year_raw,fuel_code,fuel,gear,power_raw,power_kw,power_hp,condition,seller_type_raw,seller_type,leads_range,zip_code,is_sport,body_type,make,model,seller_name,location,url,scraped_at,year,lat,lon,place_name
9013e405-5ffa-4be7-af69-cdd94a03d66e,Toyota Corolla 140hp HEV TS Premium | head up | carplay | all sea,29990,top-price,25450,03-2025,03/2025,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,zero,1200,False,"Break / Touring (probable, 'TS')",toyota,corolla,Toyota City Approved Used Woluwe,BE-1200 Woluwe-Saint-Lambert,,2026-08-25T01:23:23.078274,2025,50.8439,4.4291,Woluwe-Saint-Lambert
344e46d6-335d-4d1d-bb4d-b60699def639,Toyota Corolla Style + zetelverwarming Toyota Corolla Cross Style,29999,good-price,19277,09-2024,09/2024,2,Electrique/Essence,,112 kW (152 Ch),112.0,152.0,,d,Professionnel,some,9160,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Toyota Certified - Willems Lokeren,BE-9160 Lokeren,,2026-08-25T01:23:23.139968,2024,51.1488,3.9681,Eksaarde
1c5f8dba-093b-487d-af5b-11542390cb87,Toyota Corolla Toyota Corolla TS Hybride 1.8 10/2025 - Nieuw! 9km,33990,fair-price,9,new,- (Année),2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,some,3120,False,"Break / Touring (probable, 'TS')",toyota,corolla,Gp Car Repair,BE-3120 Tremelo,,2026-08-25T01:23:23.194587,,50.9923,4.7081,Tremelo
0ed377fd-7b54-41cb-abcd-8189209c13a7,Toyota Corolla 140hp HEV TS Style | carplay | camera,28990,good-price,28002,02-2025,02/2025,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,zero,1200,False,"Break / Touring (probable, 'TS')",toyota,corolla,Toyota City Approved Used Woluwe,BE-1200 Woluwe-Saint-Lambert,,2026-08-25T01:23:23.254074,2025,50.8439,4.4291,Woluwe-Saint-Lambert
a49ec95b-e547-47bf-b795-29c6609ab877,Toyota Corolla 140hp HEV TS GR Sport BiTone,32990,fair-price,24660,02-2025,02/2025,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,zero,1200,True,"Break / Touring (probable, 'TS')",toyota,corolla,Toyota City Approved Used Woluwe,BE-1200 Woluwe-Saint-Lambert,,2026-08-25T01:23:23.309991,2025,50.8439,4.4291,Woluwe-Saint-Lambert
b6350f99-37e7-446c-9da5-4ad39a7f261a,Toyota Corolla TS 1.8 Hybrid Style e-CVT - DEMO,29990,fair-price,12000,06-2025,06/2025,2,Electrique/Essence,,103 kW (140 Ch),103.0,140.0,,d,Professionnel,zero,2630,False,"Break / Touring (probable, 'TS')",toyota,corolla,GMS Center Antwerpen Zuid,BE-2630 Antwerpen,,2026-08-25T01:23:23.364397,2025,51.1341,4.3868,Aartselaar
9b509657-3792-4050-8602-566e264161c4,Toyota Corolla 140hp HEV TS GR Sport | carplay | camera,34990,somewhat-expensive,14648,05-2025,05/2025,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,zero,1200,True,"Break / Touring (probable, 'TS')",toyota,corolla,Toyota City Approved Used Woluwe,BE-1200 Woluwe-Saint-Lambert,,2026-08-25T01:23:23.423253,2025,50.8439,4.4291,Woluwe-Saint-Lambert
429cd30d-4684-4018-b234-bf774ed09092,Toyota Corolla Corolla Hybrid 1.8 GR Sport e-CVT GPF Sport,24900,fair-price,34200,03-2023,03/2023,2,Electrique/Essence,,103 kW (140 Ch),103.0,140.0,,p,Inconnu (p),zero,7500,True,Berline / 5 portes (non détecté comme break),toyota,corolla,Particulier,BE-7500 Tournai,,2026-08-25T01:23:23.483571,2023,50.6071,3.3893,Tournai
b4ecd236-690b-480a-ac65-3ab6f473a35f,Toyota Corolla 2.0 Hybrid Touring Sports Team Deutschland,21000,top-price,54000,12-2021,12/2021,2,Electrique/Essence,,132 kW (179 Ch),132.0,179.0,,p,Inconnu (p),many,1040,False,Break / Touring (détecté),toyota,corolla,Particulier,BE-1040 Etterbeek,,2026-08-25T01:23:23.537438,2021,50.8327,4.3884,Etterbeek
fd03ab23-f6ce-44df-94f2-e4a90776f519,Toyota Corolla 1.8 Hybrid Touring Sports Business Edition,20500,top-price,68450,02-2022,02/2022,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),some,9000,False,Break / Touring (détecté),toyota,corolla,Particulier,BE-9000 Gent,,2026-08-25T01:23:23.610067,2022,51.05,3.7167,Gent
1d22b514-06ce-495a-a4b3-bbc55268a5ae,Toyota Corolla Corolla 1.2 ess  GARANTIE TOYOTA 2030,13990,good-price,98045,01-2020,01/2020,b,Essence,,85 kW (116 Ch),85.0,116.0,SuperDeal,d,Professionnel,some,6001,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Mervecars Automobiles,BE-6001 Marcinelle,,2026-08-25T01:23:30.298347,2020,50.3922,4.4439,Marcinelle
4aaf8833-189e-4a0d-9fc4-2441758c9e52,Toyota Corolla SW 1.8i AUTOM. / HEV HYBRID / 89.685 KM !! 2023 !!,18950,top-price,89685,01-2023,01/2023,2,Electrique/Essence,,125 kW (170 Ch),125.0,170.0,Nouveau,d,Professionnel,many,1840,False,Break / Touring (détecté),toyota,corolla,L. Automobile,BE-1840 Londerzeel,,2026-08-25T01:23:30.364510,2023,50.9954,4.2679,Steenhuffel
23e973d4-3ef3-43ff-b0ed-c7ae2d23d698,Toyota Corolla Corolla SW Hybrid 1.8 Trek e-CVT,19800,top-price,71588,03-2021,03/2021,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),some,1040,False,Break / Touring (détecté),toyota,corolla,Particulier,BE-1040 Etterbeek,,2026-08-25T01:23:30.430986,2021,50.8327,4.3884,Etterbeek
af8db6e9-aa3c-4cfe-82af-d1ab1b00d27b,Toyota Corolla Corolla SW 1.2 Turbo Dynamic,16800,somewhat-expensive,62310,11-2019,11/2019,b,Essence,,85 kW (116 Ch),85.0,116.0,,p,Inconnu (p),some,2340,False,Break / Touring (détecté),toyota,corolla,Particulier,BE-2340 Beerse,,2026-08-25T01:23:30.487378,2019,51.2952,4.7813,Vlimmeren
112cc62c-0d35-4eb5-b85b-e36125704b39,Toyota Corolla Corolla SW Hybrid 1.8 dynamic e-CVT,16500,good-price,97190,03-2020,03/2020,b,Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),many,2060,False,Break / Touring (détecté),toyota,corolla,Particulier,BE-2060 Anvers,,2026-08-25T01:23:30.543067,2020,51.2199,4.4035,Antwerpen
57f6027e-92ba-4f83-b0d4-80963d62e7c2,Toyota Corolla 1.8 Hybrid Style,17950,fair-price,64700,02-2019,02/2019,2,Electrique/Essence,,90 kW (122 Ch),90.0,122.0,,p,Inconnu (p),some,2550,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Particulier,BE-2550 Kontich,,2026-08-25T01:23:30.597980,2019,51.1321,4.4471,Kontich
1d21dcfe-231c-4589-8311-bd9695e05823,Toyota Corolla HYBRID BREAK 2.0L AUTOMAAT / STYLE UITVOERING !,21750,top-price,71452,01-2022,01/2022,2,Electrique/Essence,,112 kW (152 Ch),112.0,152.0,Nouveau,d,Professionnel,some,9880,False,Break / Touring (détecté),toyota,corolla,Autocenter Luc n.v.,BE-9880 Aalter-Lotenhulle,,2026-08-25T01:23:30.674029,2022,51.0394,3.4454,Poeke
12bd423a-be63-4c31-94b8-ef75aae077ed,Toyota Corolla Corolla SW Hybrid 1.8 Dynamic GPF e-CVT,20500,fair-price,66500,07-2021,07/2021,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,Nouveau,d,Professionnel,some,3200,False,Break / Touring (détecté),toyota,corolla,MP CARS,BE-3200 Aarschot,,2026-08-25T01:23:30.744225,2021,50.9871,4.8369,Aarschot
0a3f24a5-be62-4ec7-bcda-f9a185acd31a,Toyota Corolla Corolla Hybrid 1.8 GPF e-CVT,19900,good-price,19000,06-2021,06/2021,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),some,2610,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Particulier,BE-2610 Anvers,,2026-08-25T01:23:30.801397,2021,51.1673,4.3951,Wilrijk
40f7cbc1-4510-4f63-a690-0c1827018b3f,Toyota Corolla 2.0 Hybrid Touring Sports Dynamic 2021,20300,top-price,71500,03-2021,03/2021,2,Electrique/Essence,,112 kW (152 Ch),112.0,152.0,,p,Inconnu (p),zero,2830,False,Break / Touring (détecté),toyota,corolla,Particulier,BE-2830 Tisselt,,2026-08-25T01:23:30.858226,2021,51.034,4.3595,Tisselt
9307b5f8-b8b6-4583-b2c8-955da049c4c8,Toyota Corolla Corolla Hybrid 1.8 GR Sport GPF e-CVT,21500,fair-price,82489,03-2021,03/2021,2,Electrique/Essence,,90 kW (122 Ch),90.0,122.0,,p,Inconnu (p),zero,2350,True,Berline / 5 portes (non détecté comme break),toyota,corolla,Particulier,BE-2350 Vosselaar,,2026-08-25T01:23:30.939722,2021,51.3086,4.8896,Vosselaar
3793bf9d-921f-44d3-a854-ad13939404a8,Toyota Corolla Touring Sports 2.0 HEV Premium E-CVT LEDER/CUIR LE,22490,top-price,91856,07-2022,07/2022,2,Electrique/Essence,,112 kW (152 Ch),112.0,152.0,Nouveau,d,Professionnel,some,4000,False,Break / Touring (détecté),toyota,corolla,Ayvens Mobility Center Liège,BE-4000 Liège,,2026-08-25T01:23:31.000371,2022,50.6758,5.5462,Rocourt
44d3fb92-a925-4333-a2fa-a329d3d8d6d2,Toyota Corolla Corolla Hybrid 1.8 Dynamic e-CVT GPF Dynamic,20990,good-price,48800,04-2023,04/2023,2,Electrique/Essence,,103 kW (140 Ch),103.0,140.0,,p,Inconnu (p),some,1640,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Particulier,BE-1640 Rhode-Saint-Genèse,,2026-08-25T01:23:31.057083,2023,50.7464,4.3575,Rhode-Saint-Genèse
1539afab-6083-4bba-a56e-4ee127ceb69f,Toyota Corolla Corolla SW Hybrid 1.8 GPF e-CVT,20854,good-price,31600,02-2022,02/2022,b,Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),some,2400,False,Break / Touring (détecté),toyota,corolla,Particulier,BE-2400 Mol,,2026-08-25T01:23:31.118307,2022,51.1919,5.1166,Mol
8686845c-e4bd-4eb3-baf9-fac2a55df83c,Toyota Corolla Corolla SW 1.2 Turbo Dynamic Plus,14950,somewhat-expensive,96625,11-2019,11/2019,b,Essence,,85 kW (116 Ch),85.0,116.0,,d,Professionnel,some,6210,False,Break / Touring (détecté),toyota,corolla,Auto21,BE-6210 Frasnes-Lez-Gosselies,,2026-08-25T01:23:31.173430,2019,50.5381,4.4108,Rèves
67e103df-83ac-4c67-a607-cf5467487a5d,"Toyota Corolla Hybrid 1.8 benzine + elektrisch, AUTOMAAT, CARPLAY/ CAMERA",18990,good-price,64000,05-2021,05/2021,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,some,3570,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Auto's Vanweerts,BE-3570 Alken,,2026-08-25T01:23:31.228509,2021,50.8755,5.3056,Alken
cba724b5-41ed-4ead-a470-185284ddadfb,Toyota Corolla Style,19950,good-price,77845,02-2020,02/2020,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,some,1800,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Toyota - De Bruyn Vilvoorde,BE-1800 Vilvoorde,,2026-08-25T01:23:31.292201,2020,50.93,4.4519,Peutie
5b9a4a4c-d2ad-4f9b-b82e-d12404c79395,Toyota Corolla 122hp HEV TS Style | carplay | all seasons,21990,top-price,56469,06-2021,06/2021,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,zero,2110,False,"Break / Touring (probable, 'TS')",toyota,corolla,Bravoauto Antwerpen,BE-2110 Wijnegem,,2026-08-25T01:23:31.379652,2021,51.2279,4.5189,Wijnegem
fce741df-dab1-421f-b594-676e36e9ad69,Toyota Corolla Corolla Hybrid 1.8 e-CVT CRUISE - CAMERA - LANE ASSIST - GARANTIE 12 MOIS,17990,fair-price,66580,07-2019,07/2019,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,Nouveau,d,Professionnel,some,6061,False,Berline / 5 portes (non détecté comme break),toyota,corolla,WORLD CARS,BE-6061 Montignies-sur-sambre,,2026-08-25T01:23:31.473868,2019,50.4108,4.4911,Montignies-Sur-Sambre
474ac2a5-19f6-4fc2-b7a7-b040c5ccf119,Toyota Corolla 1.8HSD TS Dynamic,19990,good-price,63398,02-2020,02/2020,2,Electrique/Essence,,90 kW (122 Ch),90.0,122.0,,d,Professionnel,zero,5100,False,"Break / Touring (probable, 'TS')",toyota,corolla,Gego sa,BE-5100 Naninne,,2026-08-25T01:23:31.536517,2020,50.4215,4.864,Wépion
2d0dceb0-624a-4a33-96c5-d39d90bcb9ac,Toyota Corolla Corolla SW Hybrid 1.8 Dynamic GPF e-CVT,19990,good-price,61100,04-2022,04/2022,b,Essence,,103 kW (140 Ch),103.0,140.0,,d,Professionnel,some,1600,False,Break / Touring (détecté),toyota,corolla,Auto Bx,BE-1600 Sint-Pieters-Leeuw,,2026-08-25T01:23:39.590545,2022,50.7793,4.2435,Sint-Pieters-Leeuw
c593f245-e962-48f4-892f-52a73741c770,Toyota Corolla Corolla Hybrid 1.8 Dynamic GPF e-CVT,19000,good-price,71872,11-2022,11/2022,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),some,1410,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Particulier,BE-1410 Waterloo,,2026-08-25T01:23:39.644224,2022,50.7147,4.3991,Waterloo
91418bee-1167-4598-8a3b-35dafff3bee8,Toyota Corolla Corolla Hybrid 1.8 Dynamic GPF e-CVT,18650,fair-price,61150,11-2021,11/2021,b,Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),some,8800,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Particulier,BE-8800 Roulers,,2026-08-25T01:23:39.698908,2021,50.9325,3.1672,Rumbeke
09ea10a9-eb15-4a31-b6f7-e3dd619246b4,Toyota Corolla Corolla 1.2 Turbo Dynamic,15950,somewhat-expensive,54913,07-2019,07/2019,b,Essence,,85 kW (116 Ch),85.0,116.0,,d,Professionnel,some,2200,False,Berline / 5 portes (non détecté comme break),toyota,corolla,ZER Motors,BE-2200 Herentals,,2026-08-25T01:23:39.751390,2019,51.1189,4.8188,Morkhoven
032f9c2d-a3c7-43ee-abc2-5af31c51a1ec,Toyota Corolla Corolla Hybrid 1.8 Premium e-CVT,20800,fair-price,51777,08-2019,08/2019,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),some,9000,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Particulier,BE-9000 Gand,,2026-08-25T01:23:39.806011,2019,51.05,3.7167,Gent
b0876f46-ad60-40bc-a944-4d09b55e03be,Toyota Corolla sedan-pwr 1.6L Essence Automatique XLi - EXPORT OUT EU TROPICAL VERSION,19900,toolow-price ,0,new,- (Année),b,Essence,,89 kW (121 Ch),89.0,121.0,,d,Professionnel,some,1180,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Transautomobile,BE-1180 Bruxelles,,2026-08-25T01:23:39.858436,,50.8022,4.3394,Uccle
34454f68-4273-406b-9b8e-9928f068401e,Toyota Corolla Corolla Hybrid 1.8 GR Sport e-CVT,22550,somewhat-expensive,47943,09-2021,09/2021,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),some,2840,True,Berline / 5 portes (non détecté comme break),toyota,corolla,Particulier,BE-2840 Rumst,,2026-08-25T01:23:39.911272,2021,51.0815,4.4222,Rumst
225455ef-c362-428c-b3e8-84001a9c4028,Toyota Corolla 5D+gps+cam+sesn V+A,19950,fair-price,95881,02-2022,02/2022,2,Electrique/Essence,,90 kW (122 Ch),90.0,122.0,,d,Professionnel,some,8900,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Toyota Vancayzeele Ieper,BE-8900 Ieper,,2026-08-25T01:23:39.967120,2022,50.8511,2.8857,Ieper
4cb00c15-f509-44a7-8a76-c5c4a9472b81,Toyota Corolla 2.0 Hybrid Comfort,19899,good-price,72762,03-2021,03/2021,2,Electrique/Essence,,135 kW (184 Ch),135.0,184.0,,d,Professionnel,zero,1000,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Autohero België,BE-1000 Brussel,,2026-08-25T01:23:40.021018,2021,50.8504,4.3488,Bruxelles
ec2c90b0-f1ed-4a6a-be51-bba5629995a5,Toyota Corolla Dynamic Plus,18450,fair-price,88713,12-2019,12/2019,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,Nouveau,d,Professionnel,zero,3020,False,Berline / 5 portes (non détecté comme break),toyota,corolla,De Bruyn Leuven,BE-3020 Herent,,2026-08-25T01:23:40.075433,2019,50.9081,4.6191,Veltem-Beisem
f50f180a-01de-43e3-a86f-7033f29ccc1d,Toyota Corolla Dynamic,21990,top-price,69856,08-2022,08/2022,b,Essence,,125 kW (170 Ch),125.0,170.0,,d,Professionnel,zero,9700,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Garage De Prins nv,BE-9700 Oudenaarde,,2026-08-25T01:23:40.128368,2022,50.8411,3.6402,Volkegem
b745e733-9678-47e0-965e-5853473c668a,Toyota Corolla SW Hybrid 2.0 Premium Plus e-CVT,23400,expensive,88342,12-2019,12/2019,2,Electrique/Essence,,112 kW (152 Ch),112.0,152.0,,p,Inconnu (p),some,7090,False,Break / Touring (détecté),toyota,corolla,Particulier,BE-7090 Braine-le-Comte,,2026-08-25T01:23:40.183190,2019,50.6438,4.0691,Steenkerque
a41c7fd8-185d-47eb-870d-769c1cee409e,Toyota Corolla Corolla SW Hybrid 1.8 Premium GPF e-CVT,24900,good-price,23800,10-2022,10/2022,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),some,1785,False,Break / Touring (détecté),toyota,corolla,Particulier,BE-1785 Merchtem,,2026-08-25T01:23:40.234922,2022,50.9209,4.283,Hamme
adf30992-b48d-4cb1-a6b9-44fe57e365a1,Toyota Corolla Hybrid Dynamic e-CVT,20950,good-price,80403,06-2023,06/2023,2,Electrique/Essence,,103 kW (140 Ch),103.0,140.0,SuperDeal,d,Professionnel,zero,3140,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Nissan Leo Peeters,BE-3140 Keerbergen,,2026-08-25T01:23:40.289188,2023,51.003,4.6343,Keerbergen
ee3c1329-db2b-447b-93ac-acf52d6dbbf3,Toyota Corolla Corolla SW Hybrid 1.8 Trek GPF e-CVT,21000,fair-price,51205,08-2021,08/2021,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),some,1180,False,Break / Touring (détecté),toyota,corolla,Particulier,BE-1180 Uccle,,2026-08-25T01:23:40.343134,2021,50.8022,4.3394,Uccle
4193bd48-0274-4f5d-b80c-5c0fa366e357,Toyota Corolla Corolla SW Hybrid 1.8 Dynamic 122 ch LED -Caméra - Cruise -  AVEC DEMANDE D'IMMATRICULATION DISPONIBLE,21800,top-price,63720,01-2024,01/2024,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,some,6730,False,Break / Touring (détecté),toyota,corolla,Thomas Cars,BE-6730 Tintigny,,2026-08-25T01:23:40.396097,2024,49.6833,5.5135,Tintigny
eb750ba0-20b2-473b-a600-0481ef9134dd,Toyota Corolla Corolla SW Hybrid 2.0 TVAC Full Options Cuir Pano Head-up,25990,good-price,40935,09-2022,09/2022,b,Essence,,112 kW (152 Ch),112.0,152.0,,d,Professionnel,some,6041,False,Break / Touring (détecté),toyota,corolla,AB Motor,BE-6041 Gosselies,,2026-08-25T01:23:40.450085,2022,50.4694,4.4332,Gosselies
a328cdb2-3431-45e9-b17e-f2b32dceb7f8,Toyota Corolla SW Hybrid 1.8 98cv Dynamic *CARPLAY*NAVI*CAMERA*,20250,top-price,48086,07-2022,07/2022,b,Essence,,72 kW (98 Ch),72.0,98.0,SuperDeal,d,Professionnel,some,6110,False,Break / Touring (détecté),toyota,corolla,Montigny Motors,BE-6110 Montigny le tilleul,,2026-08-25T01:23:40.504410,2022,50.3806,4.3758,Montigny-Le-Tilleul
dad635fe-1247-4d12-bc04-b8342e97acdc,Toyota Corolla 1.8 Hybrid Touring Sports Gr,23500,somewhat-expensive,45000,03-2023,03/2023,2,Electrique/Essence,,90 kW (122 Ch),90.0,122.0,,p,Inconnu (p),some,3150,False,Break / Touring (détecté),toyota,corolla,Particulier,BE-3150 Haacht,,2026-08-25T01:23:40.559150,2023,50.9774,4.6378,Haacht
bf30aadf-b341-4676-98b6-486bf6f11202,Toyota Corolla 📍AGENCE BEERSEL - ✅12 MOIS DE GARANTIE,20790,fair-price,5500,06-2019,06/2019,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,some,7134,False,Berline / 5 portes (non détecté comme break),toyota,corolla,L'Agence Automobile Binche,BE-7134 Binche,,2026-08-25T01:23:40.611005,2019,50.4123,4.166,Ressaix
a342aaa5-355b-495e-8966-83fe453936d8,Toyota Corolla 😍SUPERBE FINITION✅ETAT EXCEPTIONNEL DISPO IMM,21990,good-price,67371,10-2022,10/2022,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,some,5660,False,Berline / 5 portes (non détecté comme break),toyota,corolla,FRANCOIS DUVAL CARS SRL,BE-5660 Cul-Des-Sarts,,2026-08-25T01:23:48.338931,2022,50.0252,4.42,Presgaux
c242dcc6-dfa8-4047-a72f-6e02f381aee5,Toyota Corolla Corolla Touring sport 1.8 Dynamic HEV,20950,good-price,54922,08-2021,08/2021,2,Electrique/Essence,,90 kW (122 Ch),90.0,122.0,,d,Professionnel,zero,1040,True,Break / Touring (détecté),toyota,corolla,Dety Toyota sprl,BE-1040 Bruxelles,,2026-08-25T01:23:48.390644,2021,50.8327,4.3884,Etterbeek
573cb6c4-c8bf-4091-83b9-05ed33798bc8,Toyota Corolla Dynamic,25450,top-price,19387,06-2024,06/2024,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,Nouveau,d,Professionnel,zero,3020,False,Berline / 5 portes (non détecté comme break),toyota,corolla,De Bruyn Leuven,BE-3020 Herent,,2026-08-25T01:23:48.447327,2024,50.9081,4.6191,Veltem-Beisem
c29c337d-3168-4624-8cee-0b938be676c5,Toyota Corolla TS Dynamic+Businesspack+cam+gps+sens V+A,21950,fair-price,78726,06-2022,06/2022,2,Electrique/Essence,,90 kW (122 Ch),90.0,122.0,,d,Professionnel,zero,8900,False,"Break / Touring (probable, 'TS')",toyota,corolla,Toyota Vancayzeele Ieper,BE-8900 Ieper,,2026-08-25T01:23:48.500895,2022,50.8511,2.8857,Ieper
42251811-431d-4db8-9c27-0d53c5f71fcf,Toyota Corolla Corolla Hybrid 1.8 Dynamic Plus e-CVT,23950,expensive,25000,06-2020,06/2020,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,zero,9450,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Vamov Motors,BE-9450 Haaltert,,2026-08-25T01:23:48.556625,2020,50.878,3.9579,Heldergem
75ed6e6f-fe35-4a01-9e47-11ec89a82c6c,Toyota Corolla 2.0 Hybrid Premium + Luxury Pack & Trekhaak,22495,somewhat-expensive,88259,06-2019,06/2019,2,Electrique/Essence,,135 kW (184 Ch),135.0,184.0,,d,Professionnel,some,9940,False,Berline / 5 portes (non détecté comme break),toyota,corolla,GARAGE BOONE nv,BE-9940 Evergem,,2026-08-25T01:23:48.618852,2019,51.1336,3.674,Sleidinge
d9d22cae-0be8-4b0f-81bd-378bedc9b243,Toyota Corolla 2.0 Hybrid Lounge,17699,fair-price,85419,04-2019,04/2019,2,Electrique/Essence,,135 kW (184 Ch),135.0,184.0,,d,Professionnel,zero,1000,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Autohero België,BE-1000 Brussel,,2026-08-25T01:23:48.681137,2019,50.8504,4.3488,Bruxelles
ce721183-e435-4b0a-bd8c-e3c2791f74e9,Toyota Corolla 5D Teamplayer+cam+gps+sens V+A,26950,top-price,8015,10-2024,10/2024,2,Electrique/Essence,,103 kW (140 Ch),103.0,140.0,,d,Professionnel,zero,8800,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Toyota Vancayzeele Roeselare,BE-8800 Roeselare,,2026-08-25T01:23:48.743845,2024,50.9325,3.1672,Rumbeke
f5ac02aa-c64c-4dce-ad53-10be58fa8f72,Toyota Corolla Corolla SW Hybrid 1.8 Premium e-CVT,21000,fair-price,94000,09-2022,09/2022,b,Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),some,4400,False,Break / Touring (détecté),toyota,corolla,Particulier,BE-4400 Flémalle,,2026-08-25T01:23:48.803881,2022,50.588,5.4657,Ivoz-Ramet
7cdd3fc1-b5f0-4d57-a66e-05dfab13b481,Toyota Corolla Corolla SW Hybrid 1.8 Dynamic GPF e-CVT,23490,good-price,56150,02-2023,02/2023,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,p,Inconnu (p),some,4845,False,Break / Touring (détecté),toyota,corolla,Particulier,BE-4845 Jalhay,,2026-08-25T01:23:48.867073,2023,50.5287,5.8842,Sart-Lez-Spa
b8f98979-ed18-45ba-b754-bd278b7ca2d6,Toyota Corolla Toyota Corolla 1.8 Dynamic e-CVT,21800,good-price,58790,06-2023,06/2023,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,some,3600,False,Berline / 5 portes (non détecté comme break),toyota,corolla,Autohandel Raf Bijnens,BE-3600 Genk,,2026-08-25T01:23:48.932581,2023,50.965,5.5008,Genk
24a9be63-5cf5-4046-84df-29f9cc968000,Toyota Corolla Hybrid 1.8 GR Sport e-CVT GPF,24990,somewhat-expensive,42650,11-2023,11/2023,2,Electrique/Essence,,103 kW (140 Ch),103.0,140.0,,p,Inconnu (p),some,6997,True,Berline / 5 portes (non détecté comme break),toyota,corolla,Particulier,BE-6997 Erezée,,2026-08-25T01:23:48.993814,2023,50.2649,5.5581,Amonines
294c9f9a-1e6a-47e6-b041-a357966c69c7,Toyota Corolla Corolla Hybrid 1.8 e-CVT Style,25900,somewhat-expensive,71500,06-2023,06/2023,2,Electrique/Essence,,103 kW (140 Ch),103.0,140.0,Nouveau,d,Professionnel,zero,3200,False,Berline / 5 portes (non détecté comme break),toyota,corolla,MP CARS,BE-3200 Aarschot,,2026-08-25T01:23:49.052967,2023,50.9871,4.8369,Aarschot
54dc9924-b305-48b8-b96f-aea51496d3c9,Toyota Corolla 1.8 Hybride TS Pro 1e eig. 122 pk e-CVT,22900,good-price,52544,05-2023,05/2023,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,some,3650,False,"Break / Touring (probable, 'TS')",toyota,corolla,Auto Center Dilsen,BE-3650 Dilsen-Stokkem,,2026-08-25T01:23:49.108657,2023,51.0194,5.7251,Lanklaar
29e7c371-dbae-4472-86d7-fe8a673b2fbe,Toyota Corolla Corolla SW Hybrid 1.8 Dynamic GPF e-CVT,21790,top-price,64917,01-2023,01/2023,2,Electrique/Essence,,72 kW (98 Ch),72.0,98.0,,d,Professionnel,some,2640,False,Break / Touring (détecté),toyota,corolla,Auto's Van Dessel,BE-2640 Mortsel (Antwerpen -Anvers),,2026-08-25T01:23:49.162002,2023,51.167,4.4513,Mortsel
